ticker,year,chatgpt_language_index,chatgpt_index_pros,chatgpt_index_cons,rating,review_count,word_count_pros,word_count_cons,POST_CHATGPT,index_quartile
ELME,2023,0.0,0.0,0.0,5.0,1,7,10,1,Q1 (Low)
ELME,2024,0.0673312390311608,0.0518589967101102,0.0828034813522113,3.0,8,47,105,1,Q4 (High)
ELME,2025,0.1354096025208435,0.270819205041687,0.0,3.0,3,9,12,1,Q4 (High)
ELS,2014,0.0199544790316722,0.0295338471198655,0.0103751109434789,2.272727272727273,22,326,384,0,Q2
ELS,2015,0.040453068233049,0.051191537090509,0.029714599375589,2.5294117647058822,33,483,742,0,Q2
ELS,2016,0.0343320139502642,0.0188114217398131,0.0498526061607154,3.3666666666666667,60,1101,1007,0,Q2
ELS,2017,0.049888314645021,0.0632582365871072,0.0365183927029349,3.6944444444444446,35,591,560,0,Q3
ELS,2018,0.0706073630259976,0.0673338994144526,0.0738808266375427,3.341463414634146,41,749,790,0,Q4 (High)
ELS,2019,0.0631961701355681,0.0862906369837343,0.040101703287402,3.678571428571429,27,387,333,0,Q3
ELS,2020,0.1032622292888983,0.1315724876700069,0.0749519709077898,2.782608695652174,22,187,326,0,Q4 (High)
ELS,2021,0.0498343890743183,0.0574228355097441,0.0422459426388925,3.327272727272727,51,624,838,0,Q3
ELS,2022,0.0481551585961301,0.0780650312812208,0.0182452859110394,3.0444444444444443,43,306,462,0,Q3
ELS,2023,0.0719636658242924,0.0714558536576827,0.072471477990902,3.4150943396226414,51,457,713,1,Q4 (High)
ELS,2024,0.0535954512140869,0.0674364863845669,0.0397544160436069,2.980769230769231,51,497,820,1,Q3
ELS,2025,0.040077525906791,0.0678030574723673,0.0123519943412147,3.2580645161290325,31,284,344,1,Q2
EPRT,2020,0.2437372845375183,0.4874745690750366,0.0,5.0,1,5,5,0,Q4 (High)
EPRT,2024,0.0,0.0,0.0,4.0,1,4,4,1,Q1 (Low)
EPRT,2025,0.1929929687458849,0.3859859374917698,0.0,4.0,1,6,3,1,Q4 (High)
EQIX,2014,0.0351196197005185,0.0345413135610572,0.0356979258399799,3.2777777777777777,36,462,809,0,Q2
EQIX,2015,0.0422026330691667,0.0394311401225404,0.044974126015793,3.9367088607594938,79,1366,1113,0,Q2
EQIX,2016,0.0293036738124774,0.0298435447572072,0.0287638028677477,3.9367088607594938,78,1364,1715,0,Q2
EQIX,2017,0.0379664647049813,0.0454505283551544,0.0304824010548082,3.8767123287671232,73,866,1022,0,Q2
EQIX,2018,0.0577575066200563,0.0589504583436288,0.0565645548964838,3.756756756756757,72,924,972,0,Q3
EQIX,2019,0.0503167370731124,0.0530994231433942,0.0475340510028306,3.756410256410256,76,826,859,0,Q3
EQIX,2020,0.060840155365981,0.0464513331487759,0.0752289775831861,4.590909090909091,240,3728,2065,0,Q3
EQIX,2021,0.058821112523276,0.0762012841204982,0.0414409409260539,4.079136690647482,271,2706,3182,0,Q3
EQIX,2022,0.0682953290974635,0.0628718700583127,0.0737187881366143,3.977346278317152,301,3039,3354,0,Q4 (High)
EQIX,2023,0.0566359921070888,0.058574574209078,0.0546974100050996,4.137404580152672,257,2230,2526,1,Q3
EQIX,2024,0.059751112276878,0.072922303466218,0.0465799210875379,3.8583815028901736,336,2824,3421,1,Q3
EQIX,2025,0.055552468045195,0.0695983920083485,0.0415065440820415,3.4570135746606336,214,1805,3675,1,Q3
EQR,2014,0.0359207374692557,0.0039054226390398,0.0679360522994716,3.4878048780487805,41,593,691,0,Q2
EQR,2015,0.04934119542534,0.0248342956486646,0.0738480952020154,3.7422680412371134,94,1271,1607,0,Q3
EQR,2016,0.0487818502581064,0.0422080037808722,0.0553556967353407,3.642857142857143,84,1331,1569,0,Q3
EQR,2017,0.0419336403152409,0.0294036353730209,0.0544636452574608,3.753246753246753,76,1330,1163,0,Q2
EQR,2018,0.0462131357382714,0.0378102946335545,0.0546159768429883,4.526881720430108,93,2024,1195,0,Q3
EQR,2019,0.0349498953186884,0.0224014225120995,0.0474983681252774,4.114942528735632,87,1474,1704,0,Q2
EQR,2020,0.0375983528385978,0.0314689773116016,0.0437277283655941,3.923076923076923,52,914,1063,0,Q2
EQR,2021,0.0469327679918657,0.0436982476523425,0.050167288331389,4.006944444444445,143,1645,1674,0,Q3
EQR,2022,0.0437439069449673,0.0581875377308319,0.0293002761591027,3.648148148148149,107,1072,2418,0,Q2
EQR,2023,0.0649814718979241,0.0671824662444085,0.0627804775514398,3.858974358974359,77,894,935,1,Q4 (High)
EQR,2024,0.0447960209099933,0.0554387013695674,0.0341533404504192,3.926829268292683,82,1266,980,1,Q3
EQR,2025,0.0634987429263808,0.0518540560399178,0.0751434298128438,4.148936170212766,47,550,456,1,Q4 (High)
ESRT,2015,0.0174298433053662,0.0151367034310498,0.0197229831796827,2.090909090909091,11,153,404,0,Q2
ESRT,2016,0.0151639345023746,0.0165422544639329,0.0137856145408163,2.8,10,140,289,0,Q2
ESRT,2017,0.0529667983502375,0.0450267776769198,0.0609068190235551,3.555555555555556,8,157,266,0,Q3
ESRT,2018,0.0,0.0,0.0,3.4,5,37,36,0,Q1 (Low)
ESRT,2019,0.0387058505548374,0.0272823247681018,0.0501293763415731,4.0,9,344,249,0,Q2
ESRT,2020,0.0324959747333341,0.0286749746514727,0.0363169748151956,2.4,5,85,117,0,Q2
ESRT,2021,0.1133984281076322,0.0436081511039064,0.183188705111358,3.117647058823529,17,109,145,0,Q4 (High)
ESRT,2022,0.0214195838833114,0.0,0.0428391677666228,3.333333333333333,9,91,93,0,Q2
ESRT,2023,0.0652815982017587,0.0681151654397241,0.0624480309637933,2.833333333333333,6,34,82,1,Q4 (High)
ESRT,2024,0.0290163433973236,0.0580326867946472,0.0,4.0,8,42,55,1,Q2
ESRT,2025,0.0609280397667588,0.07922147450543,0.0426346050280876,2.333333333333333,6,60,307,1,Q3
ESS,2014,0.0478066559049765,0.0396716088213006,0.0559417029886523,2.3684210526315788,18,221,508,0,Q3
ESS,2015,0.0493467606528256,0.0524426813396251,0.0462508399660261,2.771428571428572,35,425,959,0,Q3
ESS,2016,0.0398155712462972,0.0218040755519532,0.0578270669406413,2.5675675675675675,37,436,1139,0,Q2
ESS,2017,0.0259161724144882,0.0219371036480933,0.0298952411808831,3.066666666666667,43,550,1075,0,Q2
ESS,2018,0.046482386503081,0.0184612614010294,0.0745035116051326,3.6538461538461537,52,779,1065,0,Q3
ESS,2019,0.0751918390102903,0.0770577405550115,0.0733259374655691,2.933333333333333,14,155,163,0,Q4 (High)
ESS,2020,0.0436238319482329,0.0404652888551569,0.046782375041309,4.386363636363637,132,2602,1595,0,Q2
ESS,2021,0.0512610432776634,0.0524211926558926,0.0501008938994342,4.0583941605839415,131,2176,1817,0,Q3
ESS,2022,0.0465551537593067,0.0409656777077261,0.0521446298108872,3.871428571428571,139,2746,2307,0,Q3
ESS,2023,0.0619565929801937,0.0460120658429924,0.077901120117395,3.888888888888889,89,1825,1142,1,Q3
ESS,2024,0.050652526236027,0.0653288276752822,0.0359762247967719,3.3417721518987342,75,916,1447,1,Q3
ESS,2025,0.0367698919365966,0.0446239380056201,0.0289158458675731,2.9444444444444446,33,325,1316,1,Q2
EXR,2014,0.0469924630621687,0.0320736215205425,0.061911304603795,3.873015873015873,63,1406,1461,0,Q3
EXR,2015,0.0463767212587328,0.0191858263181667,0.073567616199299,3.540983606557377,60,991,1203,0,Q3
EXR,2016,0.0512491297531091,0.0405381125397745,0.0619601469664438,4.114942528735632,255,5154,4676,0,Q3
EXR,2017,0.05059536501641,0.0478578851450398,0.0533328448877802,4.237837837837838,185,3508,3085,0,Q3
EXR,2018,0.0539305589928178,0.0590668039922081,0.0487943139934275,4.363636363636363,229,3358,2574,0,Q3
EXR,2019,0.0524062452172061,0.0425424099274481,0.0622700805069642,4.1835443037974684,156,2646,2690,0,Q3
EXR,2020,0.0462445984148585,0.0471681297500332,0.0453210670796838,3.525773195876289,93,989,1584,0,Q3
EXR,2021,0.0504175911431463,0.0491096781473645,0.051725504138928,4.0534351145038165,255,3106,3322,0,Q3
EXR,2022,0.0475220224673393,0.0508559647867988,0.0441880801478799,3.996794871794872,307,4708,4922,0,Q3
EXR,2023,0.0462557724751249,0.0458681679914098,0.0466433769588401,4.4481830417227455,732,13311,10667,1,Q3
EXR,2024,0.0518081341561333,0.0480148538315518,0.0556014144807148,4.180769230769231,510,8032,7045,1,Q3
EXR,2025,0.0554857272959901,0.053056900603551,0.0579145539884293,4.049107142857143,220,3183,3251,1,Q3
FCPT,2021,0.0677048012604217,0.1354096025208435,0.0,5.0,1,18,8,0,Q4 (High)
FCPT,2024,0.0,0.0,0.0,5.0,1,12,5,1,Q1 (Low)
FR,2014,0.0526344460216049,0.1052688920432099,0.0,2.333333333333333,3,22,37,0,Q3
FR,2015,0.0,0.0,0.0,2.8,5,30,49,0,Q1 (Low)
FR,2016,0.0,0.0,0.0,2.0,1,36,134,0,Q1 (Low)
FR,2017,0.0,0.0,0.0,2.0,1,5,10,0,Q1 (Low)
FR,2018,0.0463183124990123,0.0926366249980247,0.0,3.0,4,25,21,0,Q3
FR,2019,0.0578978906237654,0.1157957812475309,0.0,5.0,2,20,4,0,Q3
FR,2020,0.0812457615125061,0.1624915230250122,0.0,4.333333333333333,3,15,10,0,Q4 (High)
FR,2021,0.0,0.0,0.0,5.0,1,6,5,0,Q1 (Low)
FR,2022,0.1859074403513763,0.1218686422687591,0.2499462384339935,4.0,3,20,17,0,Q4 (High)
FR,2024,0.2031144037812652,0.4062288075625305,0.0,4.0,1,6,5,1,Q4 (High)
FRT,2014,0.0472120672597543,0.0,0.0944241345195086,3.0,2,32,45,0,Q3
FRT,2015,0.0284574471592565,0.0,0.0569148943185131,3.25,4,61,70,0,Q2
FRT,2016,0.0548433935569878,0.0696392241535766,0.040047562960399,2.75,4,35,111,0,Q3
FRT,2017,0.0297121410867932,0.0381192415195975,0.0213050406539888,3.692307692307693,13,230,187,0,Q2
FRT,2018,0.0439166278445978,0.0878332556891957,0.0,4.0,3,111,29,0,Q2
FRT,2019,0.2437372845375183,0.4874745690750366,0.0,5.0,1,5,3,0,Q4 (High)
FRT,2020,0.0644818221098278,0.0432987243258847,0.085664919893771,4.0,7,149,148,0,Q4 (High)
FRT,2021,0.0665801973676017,0.1331603947352034,0.0,4.333333333333333,6,54,75,0,Q4 (High)
FRT,2022,0.0335639945645017,0.0671279891290034,0.0,3.857142857142857,7,69,49,0,Q2
FRT,2023,0.0316193857325073,0.0,0.0632387714650146,4.0,6,80,63,1,Q2
FRT,2024,0.0587420942848491,0.0641413906677679,0.0533427979019303,3.142857142857143,7,38,234,1,Q3
FRT,2025,0.0,0.0,0.0,4.5,2,12,8,1,Q1 (Low)
FSP,2018,0.0,0.0,0.0,4.5,2,36,58,0,Q1 (Low)
FSP,2023,0.0,0.0,0.0,5.0,1,3,8,1,Q1 (Low)
GNL,2024,0.0,0.0,0.0,2.0,1,7,14,1,Q1 (Low)
GTY,2022,0.0,0.0,0.0,5.0,2,8,10,0,Q1 (Low)
GTY,2023,0.0,0.0,0.0,3.0,1,3,3,1,Q1 (Low)
GTY,2024,0.0,0.0,0.0,1.0,1,2,6,1,Q1 (Low)
HHH,2014,0.0804625220817112,0.1059727324076166,0.0549523117558058,2.6666666666666665,3,23,145,0,Q4 (High)
HHH,2015,0.0308655095475701,0.0617310190951402,0.0,3.75,4,77,25,0,Q2
HHH,2016,0.0445793382466132,0.0,0.0891586764932264,3.1818181818181817,11,121,140,0,Q3
HHH,2017,0.037723888499425,0.0527253916866687,0.0227223853121812,3.9375,16,178,187,0,Q2
HHH,2018,0.043494058914484,0.0316541927970803,0.0553339250318878,3.8,5,77,72,0,Q2
HHH,2019,0.0466850017589802,0.0373179618646363,0.0560520416533242,3.2142857142857144,14,258,507,0,Q3
HHH,2020,0.044434979982158,0.060175213506726,0.0286947464575901,2.789473684210526,19,160,435,0,Q3
HHH,2021,0.0219659947531289,0.0439319895062579,0.0,3.608695652173913,22,305,321,0,Q2
HHH,2022,0.0435403736928482,0.0580266330810931,0.0290541143046032,4.235294117647059,15,149,153,0,Q2
HHH,2023,0.05561750443412,0.0803871863439565,0.0308478225242834,3.882352941176471,17,159,166,1,Q3
HHH,2024,0.0921776146748702,0.0827116656994464,0.1016435636502939,3.7142857142857135,14,78,81,1,Q4 (High)
HHH,2025,0.041928692311,0.083857384622,0.0,3.0,10,106,192,1,Q2
HIW,2014,0.0,0.0,0.0,4.0,1,8,11,0,Q1 (Low)
HIW,2015,0.0400179944307794,0.0379658299172232,0.0420701589443355,3.4285714285714284,7,122,101,0,Q2
HIW,2016,0.0214436631939872,0.0428873263879744,0.0,4.0,5,54,38,0,Q2
HIW,2017,0.0697722767429984,0.0,0.1395445534859968,3.6666666666666665,6,84,59,0,Q4 (High)
HIW,2019,0.0,0.0,0.0,2.0,1,8,57,0,Q1 (Low)
HIW,2020,0.0,0.0,0.0,3.6666666666666665,3,20,28,0,Q1 (Low)
HIW,2021,0.0,0.0,0.0,4.0,6,33,46,0,Q1 (Low)
HIW,2022,0.0519524502538981,0.0477916244191212,0.0561132760886749,4.125,8,51,71,0,Q3
HIW,2023,0.0744931826860129,0.0677048012604217,0.0812815641116041,3.571428571428572,7,36,63,1,Q4 (High)
HIW,2024,0.0,0.0,0.0,4.0,5,108,132,1,Q1 (Low)
HIW,2025,0.0553948373948905,0.110789674789781,0.0,3.4,5,22,42,1,Q3
HPP,2014,0.0,0.0,0.0,2.0,1,13,32,0,Q1 (Low)
HPP,2015,0.096088114429454,0.1523358028359489,0.0398404260229592,3.0,2,32,100,0,Q4 (High)
HPP,2016,0.0254383923083118,0.0239838349117003,0.0268929497049233,4.5,8,498,158,0,Q2
HPP,2017,0.0649597983333757,0.0919763337877427,0.0379432628790087,2.25,4,53,210,0,Q4 (High)
HPP,2018,0.0494292200639366,0.0435245150959854,0.0553339250318878,3.5,6,56,144,0,Q3
HPP,2019,0.062688714503435,0.0773769157261962,0.0480005132806737,4.5,4,63,83,0,Q3
HPP,2020,0.0,0.0,0.0,3.0,1,9,10,0,Q1 (Low)
HPP,2021,0.0370962905221702,0.0429493012400913,0.0312432798042491,3.923076923076923,13,227,136,0,Q2
HPP,2022,0.0454429921945408,0.0370115397658451,0.0538744446232365,3.611111111111111,18,191,169,0,Q3
HPP,2023,0.0634741160171648,0.0330845089278659,0.0938637231064637,3.2857142857142856,7,70,97,1,Q4 (High)
HPP,2024,0.0203114403781265,0.040622880756253,0.0,2.888888888888889,9,60,87,1,Q2
HPP,2025,0.0361861816398534,0.0723723632797068,0.0,2.8,5,32,52,1,Q2
HR,2016,0.0,0.0,0.0,2.6666666666666665,3,48,72,0,Q1 (Low)
HR,2017,0.0,0.0,0.0,5.0,1,22,7,0,Q1 (Low)
HR,2018,0.0,0.0,0.0,3.5,2,28,28,0,Q1 (Low)
HR,2019,0.040116809004484,0.080233618008968,0.0,4.333333333333333,6,120,72,0,Q2
HR,2020,0.0340181108405223,0.0680362216810447,0.0,4.5,6,59,44,0,Q2
HR,2021,0.0425913762884971,0.0,0.0851827525769942,3.0,4,32,167,0,Q2
HR,2022,0.083949461729597,0.0803529509464346,0.0875459725127594,3.7,10,91,104,0,Q4 (High)
HR,2023,0.045059289991923,0.0579892041588789,0.0321293758249671,3.5,14,124,124,1,Q3
HR,2024,0.0718249186860599,0.0413256397454079,0.1023241976267118,3.333333333333333,21,174,257,1,Q4 (High)
HR,2025,0.0422980077394175,0.0845960154788351,0.0,3.333333333333333,9,85,82,1,Q2
HST,2014,0.0,0.0,0.0,2.0,1,19,25,0,Q1 (Low)
HST,2015,0.1015572018906326,0.2031144037812652,0.0,2.5,2,12,28,0,Q4 (High)
HST,2017,0.0,0.0,0.0,2.0,1,11,37,0,Q1 (Low)
HST,2019,0.0,0.0,0.0,1.0,1,3,14,0,Q1 (Low)
HST,2020,0.0716874366286818,0.1433748732573637,0.0,5.0,2,17,12,0,Q4 (High)
HST,2021,0.0,0.0,0.0,4.75,4,23,13,0,Q1 (Low)
HST,2022,0.0,0.0,0.0,3.0,1,7,15,0,Q1 (Low)
HST,2024,0.0,0.0,0.0,2.0,1,4,4,1,Q1 (Low)
HST,2025,0.0,0.0,0.0,5.0,1,5,6,1,Q1 (Low)
INN,2014,0.093745109437507,0.1874902188750141,0.0,5.0,1,13,4,0,Q4 (High)
INN,2016,0.0,0.0,0.0,3.5,2,12,25,0,Q1 (Low)
INN,2019,0.2894894531188274,0.5789789062376548,0.0,4.0,1,4,4,0,Q4 (High)
INN,2021,0.1040566116864003,0.2081132233728007,0.0,4.5,4,31,31,0,Q4 (High)
INN,2022,0.1987966687953626,0.2315915624950619,0.1660017750956634,4.0,2,10,24,0,Q4 (High)
INN,2023,0.0,0.0,0.0,5.0,1,13,9,1,Q1 (Low)
INN,2024,0.0,0.0,0.0,2.5,2,21,17,1,Q1 (Low)
INN,2025,0.0,0.0,0.0,4.0,1,3,3,1,Q1 (Low)
INVH,2014,0.0513873821775748,0.0833429683793362,0.0194317959758135,2.5,28,393,656,0,Q3
INVH,2015,0.0499032717033398,0.0467925271375074,0.0530140162691721,2.7346938775510203,47,560,1339,0,Q3
INVH,2016,0.0467724071439453,0.0334081767150084,0.0601366375728822,2.6122448979591835,48,682,1441,0,Q3
INVH,2017,0.0315961847452033,0.0518740666429751,0.0113183028474316,3.071428571428572,27,216,352,0,Q2
INVH,2018,0.052642503476785,0.0717408920624695,0.0335441148911005,3.3870967741935485,30,299,406,0,Q3
INVH,2019,0.0936625855762706,0.1123064226527664,0.0750187484997748,2.625,24,191,489,0,Q4 (High)
INVH,2020,0.0614673991521779,0.0753444592542182,0.0475903390501376,3.1904761904761907,21,220,173,0,Q3
INVH,2021,0.0518521511084605,0.0630408485205635,0.0406634536963574,4.181818181818182,95,1811,1088,0,Q3
INVH,2022,0.0665944065914706,0.0866649587541548,0.0465238544287865,4.042553191489362,47,585,448,0,Q4 (High)
INVH,2023,0.0808579438862949,0.0913873104735875,0.0703285772990022,3.217391304347826,45,328,737,1,Q4 (High)
INVH,2024,0.0515903509624706,0.0550673320928397,0.0481133698321015,3.313725490196078,48,436,887,1,Q3
INVH,2025,0.0878830442916269,0.1239950390935793,0.0517710494896744,3.125,40,399,576,1,Q4 (High)
IRM,2023,0.0438587880100844,0.0415552431284428,0.0461623328917261,2.933333333333333,15,349,453,1,Q2
IRM,2024,0.049026995440885,0.0452853356519912,0.0527686552297787,3.215686274509804,143,1149,1776,1,Q3
IRM,2025,0.0602164500267541,0.0822238246317744,0.0382090754217339,3.117647058823529,96,876,1413,1,Q3
IVT,2014,0.0380887178553209,0.0,0.0761774357106418,3.2,5,48,123,0,Q2
IVT,2015,0.042545706267883,0.0,0.0850914125357661,2.1666666666666665,6,66,107,0,Q2
IVT,2016,0.0,0.0,0.0,4.0,1,14,15,0,Q1 (Low)
IVT,2017,0.048438006865463,0.0257323958327846,0.0711436178981414,3.333333333333333,6,90,112,0,Q3
IVT,2019,0.1736308407586891,0.0857746527759488,0.2614870287414293,4.5,2,27,17,0,Q4 (High)
IVT,2020,0.0,0.0,0.0,4.0,1,4,5,0,Q1 (Low)
IVT,2021,0.0,0.0,0.0,1.0,1,3,5,0,Q1 (Low)
IVT,2022,0.0591017937294126,0.055594017196793,0.0626095702620323,4.555555555555555,9,171,71,0,Q3
IVT,2024,0.0,0.0,0.0,5.0,3,24,16,1,Q1 (Low)
IVT,2025,0.0,0.0,0.0,3.0,1,3,3,1,Q1 (Low)
JBGS,2014,0.0,0.0,0.0,4.2,5,64,40,0,Q1 (Low)
JBGS,2015,0.0578439780802878,0.0188285823166717,0.096859373843904,4.222222222222222,9,123,94,0,Q3
JBGS,2016,0.0286724077084402,0.0573448154168805,0.0,3.7142857142857135,7,70,94,0,Q2
JBGS,2017,0.0640318406029892,0.1065283157881627,0.0215353654178158,3.7142857142857135,14,135,185,0,Q4 (High)
JBGS,2018,0.0764773122293129,0.0782946527523326,0.0746599717062933,3.3529411764705883,17,151,217,0,Q4 (High)
JBGS,2019,0.0375861735581536,0.0178147355765432,0.057357611539764,3.7,10,130,213,0,Q2
JBGS,2020,0.0215307915106539,0.0430615830213078,0.0,4.0,8,147,130,0,Q2
JBGS,2021,0.0323309383425545,0.0176241698914239,0.0470377067936851,4.075,36,408,789,0,Q2
JBGS,2022,0.0379708392323634,0.0532065782940378,0.0227351001706889,4.2,44,735,546,0,Q2
JBGS,2023,0.0536802816104123,0.087597372274881,0.0197631909459436,3.64,25,192,215,1,Q3
JBGS,2024,0.0617445257585597,0.0618978668356137,0.0615911846815058,3.4545454545454546,22,191,220,1,Q3
JBGS,2025,0.0,0.0,0.0,3.7142857142857135,7,43,59,1,Q1 (Low)
KIM,2014,0.0218482606127416,0.0436965212254833,0.0,4.4,5,53,42,0,Q2
KIM,2015,0.0261822373899126,0.0523644747798253,0.0,2.2,10,135,277,0,Q2
KIM,2016,0.0339088698021318,0.0,0.0678177396042637,3.125,8,129,193,0,Q2
KIM,2017,0.0572529595963433,0.0579442958629214,0.0565616233297651,3.0,8,122,310,0,Q3
KIM,2018,0.247228248007847,0.1932365819550436,0.3012199140606504,3.2,5,46,34,0,Q4 (High)
KIM,2019,0.1155266328119403,0.1697603025116357,0.0612929631122449,3.0,6,28,65,0,Q4 (High)
KIM,2020,0.0672915682276275,0.0579669325649488,0.0766162038903062,4.0,10,82,104,0,Q4 (High)
KIM,2021,0.0947152051926187,0.1528795608228896,0.0365508495623479,3.5625,16,102,109,0,Q4 (High)
KIM,2022,0.0443427717921126,0.0457046968300557,0.0429808467541694,3.294117647058824,16,104,218,0,Q3
KIM,2023,0.0197229831796827,0.0,0.0394459663593655,3.857142857142857,14,88,101,1,Q2
KIM,2024,0.1762977432265287,0.227792989306283,0.1248024971467745,3.583333333333333,11,84,107,1,Q4 (High)
KIM,2025,0.0818857256191373,0.1081801591132153,0.0555912921250593,3.333333333333333,8,89,215,1,Q4 (High)
KRC,2014,0.0,0.0,0.0,3.5,2,14,23,0,Q1 (Low)
KRC,2015,0.1727214357904237,0.1447447265594137,0.2006981450214338,3.25,4,32,42,0,Q4 (High)
KRC,2016,0.0565045564640901,0.1130091129281803,0.0,3.0,6,97,65,0,Q3
KRC,2017,0.0393124652479868,0.0786249304959736,0.0,3.75,4,31,36,0,Q2
KRC,2018,0.1320357908423833,0.2640715816847667,0.0,3.5,2,18,7,0,Q4 (High)
KRC,2019,0.0601046892749331,0.0712589423061729,0.0489504362436934,3.0,6,65,186,0,Q3
KRC,2020,0.0229940834469356,0.0459881668938713,0.0,3.875,8,53,116,0,Q2
KRC,2021,0.0253468283360368,0.0,0.0506936566720736,3.4,9,79,241,0,Q2
KRC,2022,0.0199647898702639,0.0399295797405279,0.0,3.875,8,58,127,0,Q2
KRC,2023,0.0206557020794507,0.0413114041589014,0.0,3.1666666666666665,6,59,65,1,Q2
KRC,2024,0.0740791596649533,0.0801932488739886,0.067965070455918,3.75,12,269,259,1,Q4 (High)
KRC,2025,0.0847388694005842,0.1065283157881627,0.0629494230130058,4.0,7,135,135,1,Q4 (High)
KRG,2015,0.0,0.0,0.0,4.0,1,5,4,0,Q1 (Low)
KRG,2016,0.0,0.0,0.0,1.5,2,19,37,0,Q1 (Low)
KRG,2017,0.0246374002654321,0.0492748005308642,0.0,2.75,4,47,16,0,Q2
KRG,2018,0.0,0.0,0.0,3.0,1,4,3,0,Q1 (Low)
KRG,2019,0.099601065057398,0.0,0.1992021301147961,2.333333333333333,3,40,40,0,Q4 (High)
KRG,2020,0.0,0.0,0.0,2.25,4,27,199,0,Q1 (Low)
KRG,2021,0.0241591276554581,0.0,0.0483182553109162,3.4,5,35,92,0,Q2
KRG,2022,0.0411522350459815,0.082304470091963,0.0,4.142857142857143,7,108,75,0,Q2
KRG,2023,0.3020364614765406,0.4229800773941756,0.1810928455589056,3.25,4,17,22,1,Q4 (High)
KRG,2024,0.05772436800449,0.0541638410083374,0.0612848950006426,3.5,6,90,208,1,Q3
KRG,2025,0.1365368376870067,0.0964964843729424,0.1765771910010709,4.333333333333333,3,24,29,1,Q4 (High)
LADR,2017,0.0,0.0,0.0,2.0,1,5,10,0,Q1 (Low)
LADR,2018,0.0,0.0,0.0,5.0,1,6,5,0,Q1 (Low)
LADR,2024,0.0,0.0,0.0,5.0,1,4,2,1,Q1 (Low)
LAMR,2014,0.0830905560988352,0.0390563762169968,0.1271247359806737,3.3125,15,181,269,0,Q4 (High)
LAMR,2015,0.0573240657380752,0.035179351297935,0.0794687801782154,3.1714285714285717,34,516,795,0,Q3
LAMR,2016,0.0719259071971448,0.0512088603134351,0.0926429540808545,3.6666666666666665,20,202,220,0,Q4 (High)
LAMR,2017,0.048493583644896,0.0439662237714705,0.0530209435183215,3.5588235294117645,32,302,332,0,Q3
LAMR,2018,0.0569866032609174,0.0613718628196736,0.0526013437021612,3.5357142857142856,26,246,308,0,Q3
LAMR,2019,0.0282713918887794,0.0,0.0565427837775588,3.5789473684210527,19,181,290,0,Q2
LAMR,2020,0.0528837357264821,0.0729422244078935,0.0328252470450708,3.954545454545455,21,127,156,0,Q3
LAMR,2021,0.0756939612684767,0.0642962427931501,0.0870916797438033,3.625,54,377,518,0,Q4 (High)
LAMR,2022,0.0324560120868656,0.051429646500987,0.0134823776727442,3.7,46,410,591,0,Q2
LAMR,2023,0.07982615911934,0.1080894214123918,0.0515628968262883,4.338235294117647,65,820,546,1,Q4 (High)
LAMR,2024,0.0637226913005093,0.0886900872096358,0.0387552953913827,4.418367346938775,98,1022,797,1,Q4 (High)
LAMR,2025,0.0814860575374207,0.0824329898109991,0.0805391252638424,4.081081081081081,36,297,221,1,Q4 (High)
LINE,2014,0.0253223046756096,0.0,0.0506446093512193,2.8461538461538463,13,107,236,0,Q2
LINE,2015,0.058064336373314,0.0492619735272377,0.0668666992193903,2.586206896551724,29,272,442,0,Q3
LINE,2016,0.0556339329594968,0.0491248200516072,0.0621430458673863,2.5,22,176,279,0,Q3
LINE,2017,0.0429928281995918,0.0312128820544508,0.0547727743447328,3.064516129032258,31,277,600,0,Q2
LINE,2018,0.0532451841197121,0.0333886691147285,0.0731016991246958,3.4545454545454546,21,219,218,0,Q3
LINE,2019,0.0211490038697087,0.0422980077394175,0.0,3.12,24,170,170,0,Q2
LINE,2020,0.0652957278769705,0.0829342146963278,0.0476572410576132,3.452830188679245,52,348,531,0,Q4 (High)
LINE,2021,0.0316401496867367,0.0250379934754958,0.0382423058979776,3.324561403508772,113,725,1283,0,Q2
LINE,2022,0.0563573873853685,0.0617105959322339,0.0510041788385031,3.418181818181818,158,1009,1432,0,Q3
LINE,2023,0.0497089283234119,0.0604332569017572,0.0389845997450667,3.195804195804196,135,919,1359,1,Q3
LINE,2024,0.0523732903912895,0.0543670556025694,0.0503795251800097,3.368794326241135,132,910,1391,1,Q3
LINE,2025,0.0706533318440444,0.0761586103194353,0.0651480533686536,3.3625,79,456,619,1,Q4 (High)
LXP,2015,0.2655678783361181,0.0,0.5311357566722363,4.0,1,10,8,0,Q4 (High)
LXP,2017,0.0,0.0,0.0,5.0,1,8,3,0,Q1 (Low)
LXP,2019,0.0,0.0,0.0,5.0,1,7,2,0,Q1 (Low)
LXP,2021,0.0,0.0,0.0,3.0,1,4,3,0,Q1 (Low)
LXP,2022,0.0,0.0,0.0,5.0,1,5,3,0,Q1 (Low)
MAA,2014,0.0356342481580033,0.0308655095475701,0.0404029867684366,3.0434782608695654,23,308,584,0,Q2
MAA,2015,0.0250806903252311,0.0223100489279192,0.0278513317225429,3.3421052631578947,37,437,613,0,Q2
MAA,2016,0.036387259211547,0.0375147173650063,0.0352598010580876,3.581818181818182,53,747,1456,0,Q2
MAA,2017,0.0420730700959638,0.0241647923516913,0.0599813478402363,3.0,52,696,814,0,Q2
