ticker,year,genai_productivity_index,mnir_score_pros,mnir_score_cons,genai_intensity,rating,review_count,word_count_pros,word_count_cons,post_chatgpt,index_quartile
CSR,2018,-0.0869083916377047,-0.0977019027040781,-0.0761148805713313,0.0042016806722689,3.333333333333333,6,119,194,0,Q1 (Low)
CSR,2019,-0.1344639562633945,-0.1510638032385853,-0.1178641092882037,0.0,3.4,5,84,148,0,Q1 (Low)
CSR,2020,-0.0809671763789452,-0.0803230111377363,-0.081611341620154,0.0033783783783783,4.2,10,148,118,0,Q1 (Low)
CSR,2021,-0.0951061292034489,-0.1266209214532514,-0.0635913369536464,0.0070422535211267,4.0,7,142,51,0,Q1 (Low)
CSR,2022,-0.0777544377649666,-0.0714448733136614,-0.0840640022162718,0.0075757575757575,3.5625,15,132,256,0,Q1 (Low)
CSR,2023,-0.1280652959784913,-0.1193608987524035,-0.1367696932045791,0.0,3.7,10,108,185,1,Q1 (Low)
CSR,2024,-0.0215155417579086,-0.0346082171678741,-0.0084228663479432,0.0,4.6,5,30,24,1,Q3
CSR,2025,-0.0372749020988106,-0.0731249042810752,-0.001424899916546,0.0071428571428571,3.6666666666666665,3,170,119,1,Q3
CUBE,2014,-0.1779500580675797,-0.1952554951848862,-0.1606446209502731,0.0031152647975077,2.4761904761904763,21,321,814,0,Q1 (Low)
CUBE,2015,-0.1467968818435898,-0.1611900090378034,-0.1324037546493762,0.0015300266146426,2.857142857142857,55,854,2785,0,Q1 (Low)
CUBE,2016,-0.1795011337830111,-0.2051061106236782,-0.1538961569423441,0.0006570302233902,2.955555555555556,43,761,1262,0,Q1 (Low)
CUBE,2017,-0.1960544508755258,-0.2163678732030799,-0.1757410285479716,0.0015649683460776,3.05,40,443,1146,0,Q1 (Low)
CUBE,2018,-0.1401905300981054,-0.1482306553404399,-0.132150404855771,0.0,3.6,34,338,519,0,Q1 (Low)
CUBE,2019,-0.1604511562576687,-0.1890031463753191,-0.1318991661400183,0.002262443438914,3.355555555555556,43,442,719,0,Q1 (Low)
CUBE,2020,-0.1177214467832922,-0.1179497569640732,-0.1174931366025112,0.0025694389905494,3.2363636363636363,54,535,714,0,Q1 (Low)
CUBE,2021,-0.1979156384514296,-0.2002308555051071,-0.195600421397752,0.0018137847642079,3.274336283185841,111,827,1431,0,Q1 (Low)
CUBE,2022,-0.1357379924625579,-0.1454118169515334,-0.1260641679735825,0.0020821137259493,3.2,81,730,1404,0,Q1 (Low)
CUBE,2023,-0.1671638623687555,-0.1806707740393273,-0.1536569506981837,0.0041253361420728,3.6236559139784954,91,929,1116,1,Q1 (Low)
CUBE,2024,-0.1883844030600407,-0.1947856443272701,-0.1819831617928112,0.0012060982752352,3.24,73,608,1303,1,Q1 (Low)
CUBE,2025,-0.2059196641572808,-0.214641810917041,-0.1971975173975206,0.0035211267605633,3.085714285714286,33,284,497,1,Q1 (Low)
CUZ,2015,-0.0740918605368731,-0.1050078518263619,-0.0431758692473843,0.0135135135135135,3.0,3,37,40,0,Q2
CUZ,2016,0.0587269045323843,0.0452764483876087,0.0721773606771599,0.0333333333333333,3.5,2,15,43,0,Q4 (High)
CUZ,2017,-0.0845081202046206,-0.1477709720960863,-0.0212452683131549,0.0,4.5,2,37,28,0,Q1 (Low)
CUZ,2018,-0.0728609280404132,-0.1360928314403383,-0.009629024640488,0.0,5.0,3,52,23,0,Q2
CUZ,2019,-0.0366908422354294,-0.1150232244256638,0.0416415399548048,0.0,3.6666666666666665,3,18,17,0,Q3
CUZ,2020,-0.0530999560413786,-0.0787028209974323,-0.0274970910853248,0.0,2.0,3,24,117,0,Q2
CUZ,2021,-0.0719596591365218,-0.1055269241670907,-0.0383923941059528,0.0,3.8333333333333335,5,42,33,0,Q2
CUZ,2022,-0.0263412613530469,-0.0058703189775131,-0.0468122037285807,0.0204081632653061,3.571428571428572,7,49,93,0,Q3
CUZ,2023,-0.0350758498448311,-0.0531673062013463,-0.0169843934883159,0.0,3.857142857142857,6,45,26,1,Q3
CUZ,2024,-0.0317576551599105,-0.0535524674594345,-0.0099628428603865,0.0328042328042328,4.666666666666667,5,35,27,1,Q3
CUZ,2025,0.0083280299049434,-0.0215128734672752,0.0381689332771622,0.0,4.5,4,26,13,1,Q4 (High)
DEA,2022,0.0382150974334974,-0.0653543936005878,0.1417845884675828,0.0,5.0,1,10,6,0,Q4 (High)
DEA,2025,-0.1397024629779333,-0.1206717810159886,-0.158733144939878,0.0,2.0,2,8,19,1,Q1 (Low)
DLR,2024,-0.0458178965255988,-0.0622013245044796,-0.029434468546718,0.0023809523809523,3.789473684210526,18,210,240,1,Q2
DLR,2025,-0.0284258473159015,-0.0358778028973146,-0.0209738917344885,0.0078906999041227,3.5161290322580645,30,298,350,1,Q3
DOC,2014,0.0143190714593692,-0.0536669123527374,0.0823050552714758,0.0,3.0,2,20,23,0,Q4 (High)
DOC,2017,-0.1480741032089889,-0.2296920064197364,-0.0664561999982415,0.0,4.333333333333333,3,48,29,0,Q1 (Low)
DOC,2018,-0.0261184819326628,-0.0616790610191497,0.0094420971538241,0.0026737967914438,4.5,4,187,131,0,Q3
DOC,2020,-0.0312611604677877,-0.065154337380656,0.0026320164450805,0.0,4.142857142857143,7,118,31,0,Q3
DOC,2021,-0.026634816962709,-0.0281344794890765,-0.0251351544363415,0.0,3.0,3,17,25,0,Q3
DOC,2022,-0.0189034883377107,-0.0416878149073874,0.0038808382319658,0.0104166666666666,4.25,4,48,42,0,Q3
DOC,2023,-0.0265322089220592,-0.0762223808902113,0.0231579630460927,0.0,3.2,5,61,60,1,Q3
DOC,2024,-0.0646348544223632,-0.0578935209870234,-0.0713761878577029,0.0,3.75,4,40,25,1,Q2
DOC,2025,-0.0767235816648407,-0.0976376520476363,-0.0558095112820451,0.0040650406504065,4.0,5,123,42,1,Q2
DRH,2015,0.0251088075850346,0.0127689081900662,0.0374487069800029,0.0,5.0,1,12,7,0,Q4 (High)
DRH,2016,-0.0370705075654879,-0.0423181538201866,-0.0318228613107892,0.0014164305949008,5.0,3,353,89,0,Q3
DRH,2024,-0.0706839030933232,-0.1413678061866465,0.0,0.0,5.0,1,20,11,1,Q2
DRH,2025,-0.0282024602864081,-0.100095078716153,0.0436901581433368,0.0,5.0,1,13,6,1,Q3
DX,2020,0.0853718946189792,0.0994151799051321,0.0713286093328263,0.0550595238095238,5.0,1,16,21,0,Q4 (High)
DX,2022,-0.0164496982612577,-0.0284186085066209,-0.0044807880158945,0.0,5.0,1,3,3,0,Q3
EGP,2014,-0.1255521146096981,-0.2243790361780673,-0.0267251930413288,0.0,5.0,2,10,10,0,Q1 (Low)
EGP,2015,-0.1071243035624408,-0.1449963748081807,-0.069252232316701,0.0,4.666666666666667,6,94,76,0,Q1 (Low)
EGP,2022,0.1029896827683826,0.0936766600140559,0.1123027055227093,0.0,4.0,4,16,14,0,Q4 (High)
EGP,2023,-0.1201851642911957,0.0,-0.2403703285823914,0.0,4.0,2,10,10,1,Q1 (Low)
EGP,2024,0.0161886807075089,-0.0889321876803747,0.1213095490953926,0.0,5.0,2,8,4,1,Q4 (High)
ELME,2014,-0.06028855430952,-0.0588350507859097,-0.0617420578331303,0.0,2.25,4,80,123,0,Q2
ELME,2015,-0.0139357389666747,-0.0759929742175521,0.0481214962842026,0.0,3.0,1,5,4,0,Q3
ELME,2016,-0.0278654608443606,-0.0451061534496913,-0.01062476823903,0.0,3.0,2,11,28,0,Q3
ELME,2018,0.033060095051178,0.0661201901023561,0.0,0.0,2.5,2,11,16,0,Q4 (High)
ELME,2019,-0.0847802137871948,0.0233668199295432,-0.1929272475039329,0.0,3.5,2,11,8,0,Q1 (Low)
ELME,2020,0.0161378028333873,-0.0126597028520124,0.0449353085187872,0.0353603603603603,4.75,4,120,37,0,Q4 (High)
ELME,2021,-0.1466962045422784,-0.188046868531276,-0.1053455405532808,0.0,4.0,1,10,8,0,Q1 (Low)
ELME,2022,-0.0080910986132804,0.011201738941468,-0.027383936168029,0.0,3.75,3,25,20,0,Q4 (High)
ELME,2023,-0.0553113965184243,-0.1246118042772892,0.0139890112404405,0.0,5.0,1,7,10,1,Q2
ELME,2024,-0.0919006555056582,-0.114634317993982,-0.0691669930173345,0.0,3.0,8,47,105,1,Q1 (Low)
ELME,2025,-0.0576376778320257,-0.1575248059853195,0.0422494503212679,0.0,3.0,3,9,12,1,Q2
ELS,2014,-0.1089954007543958,-0.1059773642157114,-0.1120134372930801,0.0,2.272727272727273,22,326,384,0,Q1 (Low)
ELS,2015,-0.0729357648928797,-0.0659758071994787,-0.0798957225862806,0.0031055900621118,2.5294117647058822,33,483,742,0,Q2
ELS,2016,-0.0708159103419617,-0.0867825341879141,-0.0548492864960093,0.0037602360226822,3.3666666666666667,60,1101,1007,0,Q2
ELS,2017,-0.0868305616918923,-0.0940976057082982,-0.0795635176754863,0.0034309282088469,3.6944444444444446,35,591,560,0,Q1 (Low)
ELS,2018,-0.0634980339999605,-0.0727091749236866,-0.0542868930762343,0.0072391881157999,3.341463414634146,41,749,790,0,Q2
ELS,2019,-0.0494884035336884,-0.0803964033127673,-0.0185804037546096,0.006878971995251,3.678571428571429,27,387,333,0,Q2
ELS,2020,-0.0685827565322882,-0.0927284853660124,-0.044437027698564,0.0026737967914438,2.782608695652174,22,187,326,0,Q2
ELS,2021,-0.0860806325963122,-0.0849839898817545,-0.08717727531087,0.0040064102564102,3.327272727272727,51,624,838,0,Q1 (Low)
ELS,2022,-0.0429628737560953,-0.0489268801435989,-0.0369988673685918,0.0098039215686274,3.0444444444444443,43,306,462,0,Q3
ELS,2023,-0.0776071657793529,-0.0874503135468788,-0.0677640180118269,0.0021881838074398,3.4150943396226414,51,457,713,1,Q1 (Low)
ELS,2024,-0.0654634541069401,-0.070130251618763,-0.0607966565951171,0.0082617657162487,2.980769230769231,51,497,820,1,Q2
ELS,2025,-0.0552312151148871,-0.0512828556019406,-0.0591795746278336,0.006735178512938,3.2580645161290325,31,284,344,1,Q2
EPRT,2020,-0.0054384348674043,0.0,-0.0108768697348086,0.0,5.0,1,5,5,0,Q4 (High)
EPRT,2024,-0.0074363258619082,0.0,-0.0148726517238164,0.0,4.0,1,4,4,1,Q4 (High)
EPRT,2025,-0.0623294369385211,-0.1246588738770423,0.0,0.0,4.0,1,6,3,1,Q2
EQIX,2014,-0.0377142026241265,-0.0427941711893423,-0.0326342340589106,0.0049470513005741,3.2777777777777777,36,462,809,0,Q3
EQIX,2015,-0.0304239836365656,-0.0534953995843106,-0.0073525676888207,0.0027286336507585,3.9367088607594938,79,1366,1113,0,Q3
EQIX,2016,-0.0268614380998566,-0.0335721840390982,-0.020150692160615,0.0032991202346041,3.9367088607594938,78,1364,1715,0,Q3
EQIX,2017,-0.0212296201743593,-0.0409358646255936,-0.001523375723125,0.0053330199807468,3.8767123287671232,73,866,1022,0,Q3
EQIX,2018,-0.0243540211141671,-0.0268237951356395,-0.0218842470926948,0.0037344342899898,3.756756756756757,72,924,972,0,Q3
EQIX,2019,-0.0293672997150605,-0.0487895321813741,-0.0099450672487469,0.0012106537530266,3.756410256410256,76,826,859,0,Q3
EQIX,2020,-0.051874524597173,-0.0845340828798536,-0.0192149663144923,0.0026040746552494,4.590909090909091,240,3728,2065,0,Q2
EQIX,2021,-0.0360528809726143,-0.051135279811045,-0.0209704821341837,0.0048230693437726,4.079136690647482,271,2706,3182,0,Q3
EQIX,2022,-0.022838780766574,-0.0372942875575433,-0.0083832739756047,0.0035423513407397,3.977346278317152,301,3039,3354,0,Q3
EQIX,2023,-0.0135208424481393,-0.019180612766503,-0.0078610721297756,0.005025581486176,4.137404580152672,257,2230,2526,1,Q3
EQIX,2024,-0.011721172867484,-0.0190813854999097,-0.0043609602350583,0.0054803360016826,3.8583815028901736,336,2824,3421,1,Q4 (High)
EQIX,2025,-0.0222844022091926,-0.0213559831898553,-0.02321282122853,0.0047042418075263,3.4570135746606336,214,1805,3675,1,Q3
EQR,2014,-0.0993287054781777,-0.1051517247818396,-0.0935056861745159,0.005902192242833,3.4878048780487805,41,593,691,0,Q1 (Low)
EQR,2015,-0.1438886399686937,-0.1442887279730215,-0.1434885519643658,0.0030648759826819,3.7422680412371134,94,1271,1607,0,Q1 (Low)
EQR,2016,-0.117250501581807,-0.1258113037891476,-0.1086896993744664,0.0035856247477061,3.642857142857143,84,1331,1569,0,Q1 (Low)
EQR,2017,-0.1410115418921591,-0.1494090208790465,-0.1326140629052716,0.0030075187969924,3.753246753246753,76,1330,1163,0,Q1 (Low)
EQR,2018,-0.1569379515067867,-0.1733873280442974,-0.140488574969276,0.0011595167612085,4.526881720430108,93,2024,1195,0,Q1 (Low)
EQR,2019,-0.1391565485907205,-0.1547776397953543,-0.1235354573860866,0.0020352781546811,4.114942528735632,87,1474,1704,0,Q1 (Low)
EQR,2020,-0.1640892294728675,-0.1855655754057853,-0.1426128835399497,0.0010174128380311,3.923076923076923,52,914,1063,0,Q1 (Low)
EQR,2021,-0.139569830662257,-0.1785958481908895,-0.1005438131336246,0.0024210797718004,4.006944444444445,143,1645,1674,0,Q1 (Low)
EQR,2022,-0.131661559689352,-0.1392835330877445,-0.1240395862909594,0.0024860190363319,3.648148148148149,107,1072,2418,0,Q1 (Low)
EQR,2023,-0.1305927897740405,-0.1605578185932188,-0.1006277609548621,0.0022371364653243,3.858974358974359,77,894,935,1,Q1 (Low)
EQR,2024,-0.1093319414253088,-0.1091979430814693,-0.1094659397691483,0.0040647064513008,3.926829268292683,82,1266,980,1,Q1 (Low)
EQR,2025,-0.1022120579670895,-0.1256139154971182,-0.0788102004370609,0.004920255183413,4.148936170212766,47,550,456,1,Q1 (Low)
ESRT,2015,-0.0267061004195641,-0.0269489488553732,-0.026463251983755,0.0032679738562091,2.090909090909091,11,153,404,0,Q3
ESRT,2016,-0.0264085899812603,-0.0357637786453395,-0.017053401317181,0.0035714285714285,2.8,10,140,289,0,Q3
ESRT,2017,-0.0530039700341048,-0.0608176087587964,-0.0451903313094132,0.0031847133757961,3.555555555555556,8,157,266,0,Q2
ESRT,2018,-0.0140872268965089,-0.006792703608013,-0.0213817501850049,0.0,3.4,5,37,36,0,Q3
ESRT,2019,-0.0302390220611611,-0.0449339389973832,-0.015544105124939,0.002906976744186,4.0,9,344,249,0,Q3
ESRT,2020,-0.0624297173922392,-0.0700735434229391,-0.0547858913615394,0.0058823529411764,2.4,5,85,117,0,Q2
ESRT,2021,-0.0143556900159834,-0.0286334717076434,-7.790832432351793e-05,0.0126225877886744,3.117647058823529,17,109,145,0,Q3
ESRT,2022,-0.0246386640541101,-0.0219547685603733,-0.0273225595478469,0.0109890109890109,3.333333333333333,9,91,93,0,Q3
ESRT,2023,0.0191028147172012,0.0610830554523602,-0.0228774260179578,0.0,2.833333333333333,6,34,82,1,Q4 (High)
ESRT,2024,0.0020399661269075,0.0528414487206138,-0.0487615164667988,0.0119047619047619,4.0,8,42,55,1,Q4 (High)
ESRT,2025,-0.0495322708916691,-0.0567079576522502,-0.0423565841310879,0.001628664495114,2.333333333333333,6,60,307,1,Q2
ESS,2014,-0.0957115203257001,-0.107516207450799,-0.0839068332006011,0.004524886877828,2.3684210526315788,18,221,508,0,Q1 (Low)
ESS,2015,-0.1062079292337954,-0.0763384242900241,-0.1360774341775667,0.0022192234558056,2.771428571428572,35,425,959,0,Q1 (Low)
ESS,2016,-0.1298776441955539,-0.1541719526847421,-0.1055833357063657,0.0004389815627743,2.5675675675675675,37,436,1139,0,Q1 (Low)
ESS,2017,-0.1073649246321108,-0.1007014966284659,-0.1140283526357556,0.0036363636363636,3.066666666666667,43,550,1075,0,Q1 (Low)
ESS,2018,-0.1423375078320319,-0.1811159456325864,-0.1035590700314774,0.0028645127073954,3.6538461538461537,52,779,1065,0,Q1 (Low)
ESS,2019,-0.0579228190798181,-0.0991126276514328,-0.0167330105082033,0.0062932911141895,2.933333333333333,14,155,163,0,Q2
ESS,2020,-0.1104945289491793,-0.1416033580434996,-0.0793856998548589,0.0043284765275806,4.386363636363637,132,2602,1595,0,Q1 (Low)
ESS,2021,-0.1401285607448986,-0.1639234399507301,-0.1163336815390671,0.0027573529411764,4.0583941605839415,131,2176,1817,0,Q1 (Low)
ESS,2022,-0.1453982076838174,-0.165083372648981,-0.1257130427186537,0.0024363767008228,3.871428571428571,139,2746,2307,0,Q1 (Low)
ESS,2023,-0.0970960537384772,-0.132709364560412,-0.0614827429165423,0.0038893553726939,3.888888888888889,89,1825,1142,1,Q1 (Low)
ESS,2024,-0.1107072965746467,-0.1264723543000175,-0.0949422388492758,0.0019830970868805,3.3417721518987342,75,916,1447,1,Q1 (Low)
ESS,2025,-0.0759492894786684,-0.0823304348704194,-0.0695681440869173,0.0034568622866495,2.9444444444444446,33,325,1316,1,Q2
EXR,2014,-0.1305166067634811,-0.1311598893929546,-0.1298733241340076,0.0049786628733997,3.873015873015873,63,1406,1461,0,Q1 (Low)
EXR,2015,-0.1692919870049151,-0.1909992224655954,-0.1475847515442347,0.004363041270017,3.540983606557377,60,991,1203,0,Q1 (Low)
EXR,2016,-0.1751927266710119,-0.2045566218170348,-0.145828831524989,0.0027184944928038,4.114942528735632,255,5154,4676,0,Q1 (Low)
EXR,2017,-0.1554278331529505,-0.1795635768108202,-0.1312920894950808,0.0030322448896617,4.237837837837838,185,3508,3085,0,Q1 (Low)
EXR,2018,-0.1545955886955002,-0.1652407072197549,-0.1439504701712455,0.0017285837714664,4.363636363636363,229,3358,2574,0,Q1 (Low)
EXR,2019,-0.1581251106091687,-0.198396756721591,-0.1178534644967463,0.0022583010899527,4.1835443037974684,156,2646,2690,0,Q1 (Low)
EXR,2020,-0.1666524936577335,-0.1953377876079708,-0.1379671997074962,0.0032848709542339,3.525773195876289,93,989,1584,0,Q1 (Low)
EXR,2021,-0.1745326208201512,-0.1887114237838408,-0.1603538178564616,0.0031567729507627,4.0534351145038165,255,3106,3322,0,Q1 (Low)
EXR,2022,-0.1834080381723944,-0.2093278442362764,-0.1574882321085124,0.0028489896937682,3.996794871794872,307,4708,4922,0,Q1 (Low)
EXR,2023,-0.1751210304742287,-0.199062484620183,-0.1511795763282744,0.0021873189575289,4.4481830417227455,732,13311,10667,1,Q1 (Low)
EXR,2024,-0.1910897975500406,-0.2064739889342102,-0.175705606165871,0.0023282491043632,4.180769230769231,510,8032,7045,1,Q1 (Low)
EXR,2025,-0.1677298112621484,-0.1724471289348121,-0.1630124935894848,0.0040644832161166,4.049107142857143,220,3183,3251,1,Q1 (Low)
FCPT,2021,-0.0524044827704105,-0.0508144561576319,-0.053994509383189,0.0,5.0,1,18,8,0,Q2
FCPT,2024,-0.0180687829057644,-0.0214931122664167,-0.0146444535451122,0.0,5.0,1,12,5,1,Q3
FR,2014,-0.0641772456364014,-0.1149769946623296,-0.013377496610473,0.0,2.333333333333333,3,22,37,0,Q2
FR,2015,-0.0695453638049118,-0.0730418871648519,-0.0660488404449717,0.0,2.8,5,30,49,0,Q2
FR,2016,-0.0044109775298236,-0.0114479664448476,0.0026260113852004,0.0138888888888888,2.0,1,36,134,0,Q4 (High)
FR,2017,-0.0191090510467848,0.0532448506970052,-0.091462952790575,0.0,2.0,1,5,10,0,Q3
FR,2018,0.0295930667501697,0.0151231669665417,0.0440629665337977,0.02,3.0,4,25,21,0,Q4 (High)
FR,2019,-0.0205692279398412,-0.1024335126603906,0.061295056780708,0.0,5.0,2,20,4,0,Q3
FR,2020,-0.0938690728667791,-0.0105203344113652,-0.177217811322193,0.0,4.333333333333333,3,15,10,0,Q1 (Low)
FR,2021,-0.061803715571069,-0.1236074311421381,0.0,0.0,5.0,1,6,5,0,Q2
FR,2022,-0.0023827524103663,0.017617105531172,-0.0223826103519046,0.0,4.0,3,20,17,0,Q4 (High)
FR,2024,-0.019245026042277,-0.0472161608953869,0.0087261088108329,0.0,4.0,1,6,5,1,Q3
FRT,2014,-0.0955542754754634,-0.0559019547754052,-0.1352065961755215,0.0,3.0,2,32,45,0,Q1 (Low)
FRT,2015,-0.0226245642405734,-0.0337420244163882,-0.0115071040647587,0.0163934426229508,3.25,4,61,70,0,Q3
FRT,2016,-0.0339977495132932,-0.042012514593225,-0.0259829844333613,0.0,2.75,4,35,111,0,Q3
FRT,2017,-0.0487864577587199,-0.0806199373477689,-0.016952978169671,0.0065217391304347,3.692307692307693,13,230,187,0,Q2
FRT,2018,-0.0222289794208058,-0.0454463970289993,0.0009884381873876,0.0045045045045045,4.0,3,111,29,0,Q3
FRT,2019,-0.0476642954447067,-0.0507866024871986,-0.0445419884022147,0.0,5.0,1,5,3,0,Q2
FRT,2020,-0.0676848221722474,-0.1033952977883621,-0.0319743465561327,0.0,4.0,7,149,148,0,Q2
FRT,2021,0.006290570388836,0.0312909558777367,-0.0187098151000646,0.0185185185185185,4.333333333333333,6,54,75,0,Q4 (High)
FRT,2022,0.006753848316729,-0.0262783963199135,0.0397860929533715,0.0,3.857142857142857,7,69,49,0,Q4 (High)
FRT,2023,-0.0701588119739737,-0.0658813882174726,-0.0744362357304747,0.0,4.0,6,80,63,1,Q2
FRT,2024,-0.0166711165560469,-0.0027956374108973,-0.0305465957011966,0.0,3.142857142857143,7,38,234,1,Q3
FRT,2025,0.0207272152878279,-0.0309674923563496,0.0724219229320055,0.0,4.5,2,12,8,1,Q4 (High)
FSP,2018,-0.0486590518012184,-0.090144661329994,-0.0071734422724429,0.0086206896551724,4.5,2,36,58,0,Q2
FSP,2023,-0.0141045553609622,-0.0846443374786644,0.0564352267567399,0.0,5.0,1,3,8,1,Q3
GNL,2024,0.2511753723369548,0.3139034116109448,0.1884473330629649,0.1428571428571428,2.0,1,7,14,1,Q4 (High)
GTY,2022,-0.063592564970067,-0.1068050508663701,-0.0203800790737639,0.0,5.0,2,8,10,0,Q2
GTY,2023,0.0954341697287464,0.0940964184197528,0.09677192103774,0.0,3.0,1,3,3,1,Q4 (High)
GTY,2024,-0.2366446655936509,-0.4400592113040232,-0.0332301198832785,0.0,1.0,1,2,6,1,Q1 (Low)
HHH,2014,-0.0350345838573918,-0.0548826685253805,-0.0151864991894031,0.0,2.6666666666666665,3,23,145,0,Q3
HHH,2015,-0.0603623535180085,-0.098598452301443,-0.022126254734574,0.0064935064935064,3.75,4,77,25,0,Q2
HHH,2016,-0.018281774547637,-0.0138022162281717,-0.0227613328671024,0.0041322314049586,3.1818181818181817,11,121,140,0,Q3
HHH,2017,-0.0089918522817708,-0.0143902070221273,-0.0035934975414143,0.0054827855554887,3.9375,16,178,187,0,Q4 (High)
HHH,2018,0.0075598903107423,-0.0300262877440849,0.0451460683655696,0.0064935064935064,3.8,5,77,72,0,Q4 (High)
HHH,2019,-0.0453558340623697,-0.0599019184605826,-0.0308097496641568,0.001937984496124,3.2142857142857144,14,258,507,0,Q2
HHH,2020,-0.0426036428696966,-0.0534936552427572,-0.0317136304966359,0.0073994252873563,2.789473684210526,19,160,435,0,Q3
HHH,2021,-0.0430756035626398,-0.0512237375228551,-0.0349274696024244,0.0047546090598028,3.608695652173913,22,305,321,0,Q3
HHH,2022,-0.0301544173701265,-0.0591624430402053,-0.0011463917000476,0.0067114093959731,4.235294117647059,15,149,153,0,Q3
HHH,2023,-0.0452364017306437,-0.0612692876856601,-0.0292035157756273,0.0031446540880503,3.882352941176471,17,159,166,1,Q2
HHH,2024,-0.0715211367051738,-0.0663360739606147,-0.0767061994497329,0.0,3.7142857142857135,14,78,81,1,Q2
HHH,2025,-0.0612447165453769,-0.105935021334966,-0.0165544117557879,0.0026041666666666,3.0,10,106,192,1,Q2
HIW,2014,-0.0848996774654647,-0.185939678063233,0.0161403231323034,0.0,4.0,1,8,11,0,Q1 (Low)
HIW,2015,-0.0100111317959733,-0.028620980360263,0.0085987167683163,0.0040983606557377,3.4285714285714284,7,122,101,0,Q4 (High)
HIW,2016,-0.0578033606618583,-0.0893607166909533,-0.0262460046327632,0.0,4.0,5,54,38,0,Q2
HIW,2017,-0.0865415494957096,-0.0933465555158073,-0.0797365434756119,0.0059523809523809,3.6666666666666665,6,84,59,0,Q1 (Low)
HIW,2019,-0.0033502555851745,-0.0106569781899828,0.0039564670196338,0.0,2.0,1,8,57,0,Q4 (High)
HIW,2020,-0.0016123427085469,-0.0002962444217968,-0.0029284409952969,0.0,3.6666666666666665,3,20,28,0,Q4 (High)
HIW,2021,-0.0708770366858888,-0.0450323971272107,-0.096721676244567,0.0,4.0,6,33,46,0,Q2
HIW,2022,-0.0652096502802775,-0.1063752925912063,-0.0240440079693487,0.0098039215686274,4.125,8,51,71,0,Q2
HIW,2023,-0.0334612908005084,-0.0248226743554737,-0.042099907245543,0.0138888888888888,3.571428571428572,7,36,63,1,Q3
HIW,2024,-0.1668536097346558,-0.193609904954553,-0.1400973145147586,0.0,4.0,5,108,132,1,Q1 (Low)
HIW,2025,-0.0667071070531285,-0.0858721372353715,-0.0475420768708855,0.0,3.4,5,22,42,1,Q2
HPP,2014,-0.0326844480328617,-0.0612571950368122,-0.0041117010289112,0.0,2.0,1,13,32,0,Q3
HPP,2015,0.0053144400741447,0.0311091849545965,-0.0204803048063069,0.0,3.0,2,32,100,0,Q4 (High)
HPP,2016,-0.0422210629615621,-0.0553341500842827,-0.0291079758388415,0.0093411621168217,4.5,8,498,158,0,Q3
HPP,2017,-0.0722783834264896,-0.0987112086192278,-0.0458455582337515,0.0,2.25,4,53,210,0,Q2
HPP,2018,-0.0271302004903559,-0.0347180870649623,-0.0195423139157495,0.0,3.5,6,56,144,0,Q3
HPP,2019,-0.0837431018934092,-0.0810010879092332,-0.0864851158775852,0.0,4.5,4,63,83,0,Q1 (Low)
HPP,2020,-0.1525771959616944,-0.1421942959338978,-0.1629600959894909,0.0,3.0,1,9,10,0,Q1 (Low)
HPP,2021,-0.0473267452949516,-0.0529746192476114,-0.0416788713422919,0.0022026431718061,3.923076923076923,13,227,136,0,Q2
HPP,2022,-0.0874700196276208,-0.1083309761232334,-0.0666090631320081,0.0,3.611111111111111,18,191,169,0,Q1 (Low)
HPP,2023,-0.1016671176686092,-0.1278646132635042,-0.0754696220737142,0.0,3.2857142857142856,7,70,97,1,Q1 (Low)
HPP,2024,-0.0090696531771428,-0.0239844057702914,0.0058450994160058,0.0083333333333333,2.888888888888889,9,60,87,1,Q4 (High)
HPP,2025,-0.1105267675816508,-0.0691645630383995,-0.1518889721249021,0.0,2.8,5,32,52,1,Q1 (Low)
HR,2016,-0.0736116924916387,-0.1181835702502307,-0.0290398147330467,0.0104166666666666,2.6666666666666665,3,48,72,0,Q2
HR,2017,0.0050843722644181,-0.0271234084093696,0.037292152938206,0.0,5.0,1,22,7,0,Q4 (High)
HR,2018,-0.0266738109001825,-0.0741748546315836,0.0208272328312184,0.0,3.5,2,28,28,0,Q3
HR,2019,-0.017444873969607,-0.0085403957862907,-0.0263493521529233,0.0083333333333333,4.333333333333333,6,120,72,0,Q3
HR,2020,-0.07582811253222,-0.0762597374305308,-0.0753964876339092,0.0,4.5,6,59,44,0,Q2
HR,2021,-0.0245712467583196,-0.0292482766822689,-0.0198942168343703,0.015625,3.0,4,32,167,0,Q3
HR,2022,0.0001433222657393,0.0153671275983748,-0.015080483066896,0.0054945054945054,3.7,10,91,104,0,Q4 (High)
HR,2023,-0.0822092456037236,-0.0733943211506005,-0.0910241700568466,0.0,3.5,14,124,124,1,Q1 (Low)
HR,2024,-0.0499425709287558,-0.0509377829132511,-0.0489473589442605,0.0028735632183908,3.333333333333333,21,174,257,1,Q2
HR,2025,-0.0060256852470451,-0.0281259238767096,0.0160745533826193,0.0060975609756097,3.333333333333333,9,85,82,1,Q4 (High)
HST,2014,-0.0312604218406384,-0.0541283280353152,-0.0083925156459617,0.0,2.0,1,19,25,0,Q3
HST,2015,0.0402982391876562,0.0144021287521282,0.0661943496231841,0.0178571428571428,2.5,2,12,28,0,Q4 (High)
